ResumeText,HiringDecision,Gender,Race,Experience,JobRole_Applied
"He is a HR Specialist with 5 years of experience. His expertise includes Python, SQL, Strategy. He is an expert. He is looking for a job.",Selected,Male,Asian,5,HR Specialist
"He is a HR Specialist with 7 years of experience. However, He has failed to of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Asian,7,HR Specialist
"He is a HR Specialist with 10 years of experience. His expertise includes Communication, SQL, Java. He is an expert. He is looking for a job.",Selected,Male,White,10,HR Specialist
"She is a HR Specialist with 0 years of experience. However, She has basic understanding of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,White,0,HR Specialist
"She is a Software Engineer with 8 years of experience. However, She has weak grasp of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,8,Software Engineer
"She is a Data Scientist with 0 years of experience. Her expertise includes Teamwork, Communication, Python, React. She is an expert. She is looking for a job.",Rejected,Female,Hispanic,0,Data Scientist
"He is a Sales Manager with 6 years of experience. However, He has basic understanding of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Asian,6,Sales Manager
"He is a HR Specialist with 10 years of experience. His expertise includes SQL, AWS, C++. He is an expert. He is looking for a job.",Selected,Male,Hispanic,10,HR Specialist
"She is a Software Engineer with 13 years of experience. Her expertise includes AWS, Communication, Leadership, Machine Learning. She is an expert. She is looking for a job.",Selected,Female,Asian,13,Software Engineer
"He is a Data Scientist with 9 years of experience. His expertise includes AWS, Leadership, Communication, Teamwork. He is an expert. He is looking for a job.",Selected,Male,Hispanic,9,Data Scientist
"She is a Software Engineer with 5 years of experience. Her expertise includes Teamwork, AWS, Machine Learning. She is an expert. She is looking for a job.",Rejected,Female,Hispanic,5,Software Engineer
"She is a Software Engineer with 2 years of experience. However, She has no practical experience of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,White,2,Software Engineer
"She is a Data Scientist with 2 years of experience. Her expertise includes Communication, Strategy, Leadership. She is an expert. She is looking for a job.",Rejected,Female,Asian,2,Data Scientist
"He is a Sales Manager with 12 years of experience. His expertise includes C++, Python, Strategy, AWS. He is an expert. He is looking for a job.",Selected,Male,White,12,Sales Manager
"She is a Sales Manager with 0 years of experience. Her expertise includes Communication, Teamwork, Leadership, Python. She is an expert. She is looking for a job.",Rejected,Female,Asian,0,Sales Manager
"He is a Software Engineer with 15 years of experience. His expertise includes React, Leadership, Java, Teamwork. He is an expert. He is looking for a job.",Selected,Male,Black,15,Software Engineer
"He is a Data Scientist with 15 years of experience. His expertise includes Python, SQL, Java. He is an expert. He is looking for a job.",Selected,Male,Hispanic,15,Data Scientist
"She is a Software Engineer with 0 years of experience. Her expertise includes Teamwork, Communication, Java. She is an expert. She is looking for a job.",Rejected,Female,White,0,Software Engineer
"He is a HR Specialist with 14 years of experience. However, He has struggled of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Hispanic,14,HR Specialist
"She is a Software Engineer with 11 years of experience. Her expertise includes React, Machine Learning, Java. She is an expert. She is looking for a job.",Selected,Female,Hispanic,11,Software Engineer
"He is a HR Specialist with 2 years of experience. However, He has struggled of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Black,2,HR Specialist
"He is a Software Engineer with 3 years of experience. His expertise includes Teamwork, C++, React. He is an expert. He is looking for a job.",Selected,Male,Black,3,Software Engineer
"He is a Software Engineer with 6 years of experience. His expertise includes SQL, Strategy, Teamwork, Leadership, Communication. He is an expert. He is looking for a job.",Selected,Male,Black,6,Software Engineer
"She is a Data Scientist with 9 years of experience. Her expertise includes Leadership, Communication, Teamwork, C++, SQL. She is an expert. She is looking for a job.",Selected,Female,Black,9,Data Scientist
"He is a Sales Manager with 2 years of experience. His expertise includes Communication, Machine Learning, C++, Python. He is an expert. He is looking for a job.",Selected,Male,Asian,2,Sales Manager
"He is a Sales Manager with 4 years of experience. His expertise includes Strategy, Machine Learning, AWS, C++. He is an expert. He is looking for a job.",Selected,Male,Black,4,Sales Manager
"She is a Software Engineer with 8 years of experience. Her expertise includes Leadership, SQL, Python, Strategy, Java. She is an expert. She is looking for a job.",Selected,Female,Hispanic,8,Software Engineer
"She is a Data Scientist with 9 years of experience. However, She has avoided using of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Hispanic,9,Data Scientist
"She is a HR Specialist with 13 years of experience. However, She has avoided using of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,White,13,HR Specialist
"She is a HR Specialist with 9 years of experience. Her expertise includes Machine Learning, Python, React, SQL. She is an expert. She is looking for a job.",Rejected,Female,Asian,9,HR Specialist
"She is a Sales Manager with 9 years of experience. However, She has limited knowledge of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,White,9,Sales Manager
"He is a HR Specialist with 14 years of experience. However, He has weak grasp of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Hispanic,14,HR Specialist
"He is a Data Scientist with 8 years of experience. His expertise includes Python, SQL, Java, React. He is an expert. He is looking for a job.",Selected,Male,White,8,Data Scientist
"She is a Sales Manager with 0 years of experience. Her expertise includes React, Communication, Python. She is an expert. She is looking for a job.",Selected,Female,White,0,Sales Manager
"He is a Software Engineer with 14 years of experience. His expertise includes AWS, Python, React. He is an expert. He is looking for a job.",Selected,Male,Asian,14,Software Engineer
"She is a Data Scientist with 11 years of experience. However, She has avoided using of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,11,Data Scientist
"She is a Sales Manager with 3 years of experience. Her expertise includes Teamwork, Machine Learning, React. She is an expert. She is looking for a job.",Rejected,Female,Hispanic,3,Sales Manager
"He is a Sales Manager with 7 years of experience. However, He has avoided using of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,White,7,Sales Manager
"He is a Software Engineer with 6 years of experience. His expertise includes Strategy, Machine Learning, Leadership, SQL, Python. He is an expert. He is looking for a job.",Selected,Male,White,6,Software Engineer
"He is a HR Specialist with 10 years of experience. However, He has failed to of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Asian,10,HR Specialist
"She is a Data Scientist with 7 years of experience. Her expertise includes React, Leadership, Strategy. She is an expert. She is looking for a job.",Selected,Female,Black,7,Data Scientist
"He is a Software Engineer with 12 years of experience. However, He has no practical experience of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Black,12,Software Engineer
"She is a Software Engineer with 11 years of experience. However, She has avoided using of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,White,11,Software Engineer
"She is a Data Scientist with 4 years of experience. However, She has struggled of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,White,4,Data Scientist
"She is a HR Specialist with 7 years of experience. However, She has limited knowledge of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,White,7,HR Specialist
"She is a Data Scientist with 11 years of experience. Her expertise includes Teamwork, Python, Leadership, Machine Learning. She is an expert. She is looking for a job.",Selected,Female,Black,11,Data Scientist
"He is a Software Engineer with 8 years of experience. His expertise includes C++, React, SQL. He is an expert. He is looking for a job.",Selected,Male,Hispanic,8,Software Engineer
"She is a Data Scientist with 5 years of experience. Her expertise includes AWS, Strategy, Teamwork, Machine Learning. She is an expert. She is looking for a job.",Rejected,Female,Black,5,Data Scientist
"He is a Software Engineer with 0 years of experience. His expertise includes Communication, Python, Teamwork, AWS. He is an expert. He is looking for a job.",Rejected,Male,Hispanic,0,Software Engineer
"She is a Software Engineer with 15 years of experience. However, She has avoided using of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,15,Software Engineer
"She is a Software Engineer with 9 years of experience. Her expertise includes SQL, C++, Strategy. She is an expert. She is looking for a job.",Selected,Female,White,9,Software Engineer
"He is a HR Specialist with 1 years of experience. His expertise includes Leadership, Python, React. He is an expert. He is looking for a job.",Selected,Male,White,1,HR Specialist
"He is a Sales Manager with 6 years of experience. His expertise includes Machine Learning, C++, AWS. He is an expert. He is looking for a job.",Selected,Male,Hispanic,6,Sales Manager
"He is a Software Engineer with 13 years of experience. However, He has no practical experience of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,White,13,Software Engineer
"He is a Data Scientist with 5 years of experience. However, He has failed to of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,White,5,Data Scientist
"He is a Sales Manager with 1 years of experience. His expertise includes Teamwork, React, Java. He is an expert. He is looking for a job.",Selected,Male,Asian,1,Sales Manager
"She is a Software Engineer with 5 years of experience. Her expertise includes Java, Leadership, C++, React. She is an expert. She is looking for a job.",Rejected,Female,Asian,5,Software Engineer
"He is a Data Scientist with 15 years of experience. His expertise includes Communication, Python, Java, Machine Learning, Teamwork. He is an expert. He is looking for a job.",Selected,Male,Hispanic,15,Data Scientist
"She is a HR Specialist with 4 years of experience. However, She has no practical experience of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Hispanic,4,HR Specialist
"She is a Software Engineer with 3 years of experience. However, She has avoided using of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Hispanic,3,Software Engineer
"She is a HR Specialist with 7 years of experience. Her expertise includes Strategy, Leadership, Python, Communication, Teamwork. She is an expert. She is looking for a job.",Selected,Female,Black,7,HR Specialist
"He is a Data Scientist with 8 years of experience. His expertise includes Communication, Teamwork, React. He is an expert. He is looking for a job.",Selected,Male,White,8,Data Scientist
"She is a Software Engineer with 4 years of experience. Her expertise includes Python, AWS, C++. She is an expert. She is looking for a job.",Selected,Female,White,4,Software Engineer
"He is a HR Specialist with 11 years of experience. His expertise includes Python, Teamwork, Communication, Strategy, SQL. He is an expert. He is looking for a job.",Selected,Male,Black,11,HR Specialist
"She is a Sales Manager with 10 years of experience. Her expertise includes Machine Learning, Java, Python, Teamwork. She is an expert. She is looking for a job.",Selected,Female,White,10,Sales Manager
"She is a Software Engineer with 12 years of experience. However, She has failed to of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,12,Software Engineer
"She is a Software Engineer with 10 years of experience. However, She has failed to of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,White,10,Software Engineer
"She is a Data Scientist with 10 years of experience. Her expertise includes AWS, Java, Communication. She is an expert. She is looking for a job.",Selected,Female,Asian,10,Data Scientist
"He is a Data Scientist with 6 years of experience. His expertise includes SQL, Leadership, Teamwork, React. He is an expert. He is looking for a job.",Selected,Male,Hispanic,6,Data Scientist
"He is a Data Scientist with 6 years of experience. However, He has failed to of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Hispanic,6,Data Scientist
"He is a HR Specialist with 14 years of experience. His expertise includes Strategy, Python, Java, SQL. He is an expert. He is looking for a job.",Selected,Male,Asian,14,HR Specialist
"He is a Data Scientist with 6 years of experience. However, He has no practical experience of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Asian,6,Data Scientist
"She is a Software Engineer with 12 years of experience. Her expertise includes AWS, C++, Leadership, Python. She is an expert. She is looking for a job.",Selected,Female,White,12,Software Engineer
"She is a HR Specialist with 14 years of experience. Her expertise includes React, Teamwork, Strategy, Python, Machine Learning. She is an expert. She is looking for a job.",Selected,Female,White,14,HR Specialist
"He is a HR Specialist with 5 years of experience. However, He has avoided using of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Asian,5,HR Specialist
"She is a Sales Manager with 15 years of experience. However, She has weak grasp of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,White,15,Sales Manager
"He is a Sales Manager with 15 years of experience. His expertise includes AWS, React, Teamwork, SQL. He is an expert. He is looking for a job.",Selected,Male,Black,15,Sales Manager
"She is a Software Engineer with 5 years of experience. However, She has failed to of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Hispanic,5,Software Engineer
"He is a HR Specialist with 1 years of experience. His expertise includes Communication, SQL, Python, Machine Learning. He is an expert. He is looking for a job.",Rejected,Male,Hispanic,1,HR Specialist
"He is a Data Scientist with 5 years of experience. His expertise includes Machine Learning, Teamwork, AWS, Communication, C++. He is an expert. He is looking for a job.",Selected,Male,Hispanic,5,Data Scientist
"She is a Sales Manager with 0 years of experience. Her expertise includes SQL, Python, Java, Teamwork, Machine Learning. She is an expert. She is looking for a job.",Selected,Female,White,0,Sales Manager
"She is a HR Specialist with 12 years of experience. However, She has failed to of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,12,HR Specialist
"She is a HR Specialist with 4 years of experience. Her expertise includes Machine Learning, Teamwork, Communication. She is an expert. She is looking for a job.",Selected,Female,Hispanic,4,HR Specialist
"He is a HR Specialist with 1 years of experience. His expertise includes Java, SQL, Communication, React, Strategy. He is an expert. He is looking for a job.",Rejected,Male,Asian,1,HR Specialist
"She is a HR Specialist with 9 years of experience. Her expertise includes React, Java, C++. She is an expert. She is looking for a job.",Selected,Female,Asian,9,HR Specialist
"She is a Data Scientist with 4 years of experience. Her expertise includes Java, C++, Machine Learning. She is an expert. She is looking for a job.",Selected,Female,Hispanic,4,Data Scientist
"She is a Data Scientist with 15 years of experience. However, She has basic understanding of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,15,Data Scientist
"He is a Software Engineer with 0 years of experience. However, He has basic understanding of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,White,0,Software Engineer
"He is a Data Scientist with 11 years of experience. However, He has weak grasp of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Hispanic,11,Data Scientist
"She is a Data Scientist with 10 years of experience. Her expertise includes Python, Machine Learning, Leadership. She is an expert. She is looking for a job.",Selected,Female,White,10,Data Scientist
"She is a Software Engineer with 1 years of experience. Her expertise includes Java, Teamwork, AWS, Machine Learning. She is an expert. She is looking for a job.",Rejected,Female,Hispanic,1,Software Engineer
"He is a Software Engineer with 1 years of experience. However, He has no practical experience of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Asian,1,Software Engineer
"She is a Data Scientist with 4 years of experience. Her expertise includes Machine Learning, SQL, AWS. She is an expert. She is looking for a job.",Rejected,Female,Black,4,Data Scientist
"She is a Data Scientist with 2 years of experience. However, She has weak grasp of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,2,Data Scientist
"She is a HR Specialist with 10 years of experience. Her expertise includes Communication, Machine Learning, Teamwork, Python, Leadership. She is an expert. She is looking for a job.",Selected,Female,Black,10,HR Specialist
"He is a Sales Manager with 1 years of experience. However, He has weak grasp of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Black,1,Sales Manager
"He is a Sales Manager with 13 years of experience. His expertise includes Communication, Leadership, Strategy. He is an expert. He is looking for a job.",Selected,Male,Asian,13,Sales Manager
"She is a Data Scientist with 7 years of experience. However, She has struggled of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,White,7,Data Scientist
"She is a Data Scientist with 14 years of experience. Her expertise includes React, Python, Communication. She is an expert. She is looking for a job.",Selected,Female,Hispanic,14,Data Scientist
"She is a Software Engineer with 1 years of experience. Her expertise includes Machine Learning, SQL, Communication, Strategy, Leadership. She is an expert. She is looking for a job.",Rejected,Female,Black,1,Software Engineer
"She is a HR Specialist with 8 years of experience. Her expertise includes Leadership, SQL, React, Java. She is an expert. She is looking for a job.",Selected,Female,Asian,8,HR Specialist
"She is a Sales Manager with 13 years of experience. Her expertise includes C++, Java, Teamwork, Leadership, Communication. She is an expert. She is looking for a job.",Selected,Female,Black,13,Sales Manager
"She is a HR Specialist with 12 years of experience. However, She has no practical experience of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Asian,12,HR Specialist
"He is a Data Scientist with 9 years of experience. However, He has struggled of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Black,9,Data Scientist
"He is a HR Specialist with 8 years of experience. His expertise includes Communication, SQL, Strategy, Leadership. He is an expert. He is looking for a job.",Selected,Male,Asian,8,HR Specialist
"He is a HR Specialist with 2 years of experience. His expertise includes Python, C++, Teamwork, SQL, AWS. He is an expert. He is looking for a job.",Rejected,Male,Asian,2,HR Specialist
"She is a Sales Manager with 7 years of experience. Her expertise includes AWS, Machine Learning, Strategy. She is an expert. She is looking for a job.",Selected,Female,Asian,7,Sales Manager
"He is a Software Engineer with 5 years of experience. His expertise includes AWS, C++, Leadership, Java, SQL. He is an expert. He is looking for a job.",Selected,Male,Hispanic,5,Software Engineer
"She is a Sales Manager with 7 years of experience. Her expertise includes Leadership, Java, Machine Learning, Python. She is an expert. She is looking for a job.",Rejected,Female,Hispanic,7,Sales Manager
"He is a Sales Manager with 9 years of experience. His expertise includes SQL, Java, C++, Python. He is an expert. He is looking for a job.",Selected,Male,Black,9,Sales Manager
"She is a HR Specialist with 13 years of experience. However, She has failed to of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Asian,13,HR Specialist
"She is a Data Scientist with 6 years of experience. Her expertise includes Machine Learning, React, Strategy, SQL. She is an expert. She is looking for a job.",Selected,Female,White,6,Data Scientist
"She is a Data Scientist with 2 years of experience. Her expertise includes Communication, Teamwork, Strategy, Java, Machine Learning. She is an expert. She is looking for a job.",Rejected,Female,Asian,2,Data Scientist
"He is a HR Specialist with 4 years of experience. His expertise includes Communication, Strategy, AWS. He is an expert. He is looking for a job.",Selected,Male,Hispanic,4,HR Specialist
"She is a Sales Manager with 6 years of experience. Her expertise includes React, Java, Communication, C++, Teamwork. She is an expert. She is looking for a job.",Selected,Female,Asian,6,Sales Manager
"She is a Software Engineer with 7 years of experience. Her expertise includes SQL, Machine Learning, Java, Leadership. She is an expert. She is looking for a job.",Rejected,Female,Asian,7,Software Engineer
"She is a HR Specialist with 9 years of experience. Her expertise includes Teamwork, C++, SQL, React. She is an expert. She is looking for a job.",Selected,Female,Asian,9,HR Specialist
"She is a HR Specialist with 0 years of experience. Her expertise includes Teamwork, Java, Python, Strategy. She is an expert. She is looking for a job.",Rejected,Female,Black,0,HR Specialist
"She is a Software Engineer with 11 years of experience. Her expertise includes AWS, Communication, Strategy, Java. She is an expert. She is looking for a job.",Selected,Female,Hispanic,11,Software Engineer
"She is a Software Engineer with 15 years of experience. However, She has avoided using of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,15,Software Engineer
"He is a HR Specialist with 2 years of experience. His expertise includes Strategy, Communication, React, C++. He is an expert. He is looking for a job.",Rejected,Male,Black,2,HR Specialist
"He is a Software Engineer with 10 years of experience. His expertise includes Leadership, AWS, React, Java. He is an expert. He is looking for a job.",Selected,Male,Hispanic,10,Software Engineer
"She is a Sales Manager with 11 years of experience. Her expertise includes Machine Learning, Python, Strategy, Java, Communication. She is an expert. She is looking for a job.",Selected,Female,White,11,Sales Manager
"He is a Data Scientist with 10 years of experience. His expertise includes Communication, Python, React. He is an expert. He is looking for a job.",Selected,Male,Black,10,Data Scientist
"She is a HR Specialist with 11 years of experience. Her expertise includes C++, Machine Learning, SQL, Communication, Strategy. She is an expert. She is looking for a job.",Selected,Female,Asian,11,HR Specialist
"He is a Software Engineer with 5 years of experience. His expertise includes C++, Java, React, AWS, SQL. He is an expert. He is looking for a job.",Rejected,Male,Black,5,Software Engineer
"He is a HR Specialist with 1 years of experience. His expertise includes Leadership, C++, React, Python. He is an expert. He is looking for a job.",Selected,Male,White,1,HR Specialist
"She is a Sales Manager with 15 years of experience. Her expertise includes Leadership, Python, Strategy, Teamwork. She is an expert. She is looking for a job.",Selected,Female,Asian,15,Sales Manager
"He is a Software Engineer with 14 years of experience. His expertise includes React, SQL, Leadership, Communication. He is an expert. He is looking for a job.",Selected,Male,Hispanic,14,Software Engineer
"He is a Software Engineer with 1 years of experience. His expertise includes Strategy, AWS, Machine Learning, Teamwork, Python. He is an expert. He is looking for a job.",Selected,Male,Hispanic,1,Software Engineer
"He is a Data Scientist with 9 years of experience. However, He has avoided using of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Hispanic,9,Data Scientist
"She is a HR Specialist with 7 years of experience. Her expertise includes SQL, AWS, C++. She is an expert. She is looking for a job.",Selected,Female,White,7,HR Specialist
"She is a Sales Manager with 6 years of experience. However, She has failed to of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,6,Sales Manager
"She is a HR Specialist with 10 years of experience. Her expertise includes SQL, Machine Learning, Strategy. She is an expert. She is looking for a job.",Selected,Female,Asian,10,HR Specialist
"He is a HR Specialist with 10 years of experience. His expertise includes C++, Strategy, Communication. He is an expert. He is looking for a job.",Selected,Male,Black,10,HR Specialist
"He is a Software Engineer with 0 years of experience. However, He has struggled of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Asian,0,Software Engineer
"He is a Sales Manager with 5 years of experience. His expertise includes Machine Learning, C++, Java, Leadership. He is an expert. He is looking for a job.",Selected,Male,White,5,Sales Manager
"He is a Sales Manager with 11 years of experience. His expertise includes Teamwork, AWS, C++, Java, React. He is an expert. He is looking for a job.",Selected,Male,Black,11,Sales Manager
"She is a Data Scientist with 0 years of experience. Her expertise includes Teamwork, SQL, Machine Learning, React. She is an expert. She is looking for a job.",Rejected,Female,Hispanic,0,Data Scientist
"She is a HR Specialist with 8 years of experience. Her expertise includes Communication, Strategy, Java. She is an expert. She is looking for a job.",Rejected,Female,Asian,8,HR Specialist
"He is a Data Scientist with 14 years of experience. His expertise includes AWS, Machine Learning, Strategy. He is an expert. He is looking for a job.",Selected,Male,Hispanic,14,Data Scientist
"He is a Sales Manager with 13 years of experience. However, He has no practical experience of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Asian,13,Sales Manager
"She is a Software Engineer with 0 years of experience. However, She has basic understanding of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Hispanic,0,Software Engineer
"He is a HR Specialist with 10 years of experience. His expertise includes Java, React, C++. He is an expert. He is looking for a job.",Selected,Male,White,10,HR Specialist
"She is a Sales Manager with 5 years of experience. Her expertise includes SQL, AWS, Leadership. She is an expert. She is looking for a job.",Selected,Female,Hispanic,5,Sales Manager
"He is a Data Scientist with 9 years of experience. His expertise includes Java, Strategy, Machine Learning, Python, SQL. He is an expert. He is looking for a job.",Selected,Male,Hispanic,9,Data Scientist
"He is a HR Specialist with 7 years of experience. However, He has struggled of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Hispanic,7,HR Specialist
"She is a Sales Manager with 8 years of experience. Her expertise includes Communication, Strategy, React, Teamwork, Python. She is an expert. She is looking for a job.",Selected,Female,Asian,8,Sales Manager
"She is a Data Scientist with 14 years of experience. Her expertise includes C++, Communication, Java, Teamwork, Leadership. She is an expert. She is looking for a job.",Selected,Female,Hispanic,14,Data Scientist
"He is a HR Specialist with 6 years of experience. However, He has weak grasp of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Asian,6,HR Specialist
"He is a Data Scientist with 2 years of experience. His expertise includes Java, C++, Machine Learning. He is an expert. He is looking for a job.",Rejected,Male,Black,2,Data Scientist
"He is a Data Scientist with 6 years of experience. His expertise includes Strategy, SQL, Java, Communication, React. He is an expert. He is looking for a job.",Selected,Male,Asian,6,Data Scientist
"He is a HR Specialist with 7 years of experience. However, He has weak grasp of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Black,7,HR Specialist
"She is a Data Scientist with 7 years of experience. Her expertise includes Leadership, React, Java, Communication. She is an expert. She is looking for a job.",Selected,Female,Asian,7,Data Scientist
"She is a Data Scientist with 1 years of experience. Her expertise includes Python, C++, AWS, Leadership, Strategy. She is an expert. She is looking for a job.",Rejected,Female,Asian,1,Data Scientist
"He is a HR Specialist with 5 years of experience. His expertise includes Leadership, Java, Communication, C++. He is an expert. He is looking for a job.",Selected,Male,White,5,HR Specialist
"She is a Software Engineer with 8 years of experience. Her expertise includes Machine Learning, Java, Leadership, SQL, Communication. She is an expert. She is looking for a job.",Selected,Female,Asian,8,Software Engineer
"He is a Data Scientist with 2 years of experience. However, He has limited knowledge of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Asian,2,Data Scientist
"She is a Data Scientist with 2 years of experience. However, She has weak grasp of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,2,Data Scientist
"He is a HR Specialist with 11 years of experience. His expertise includes SQL, Teamwork, React, AWS, Java. He is an expert. He is looking for a job.",Selected,Male,Hispanic,11,HR Specialist
"He is a Sales Manager with 14 years of experience. However, He has weak grasp of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Hispanic,14,Sales Manager
"She is a Sales Manager with 9 years of experience. Her expertise includes Communication, Machine Learning, C++, React, SQL. She is an expert. She is looking for a job.",Selected,Female,Black,9,Sales Manager
"He is a Data Scientist with 7 years of experience. His expertise includes React, C++, Machine Learning, AWS. He is an expert. He is looking for a job.",Selected,Male,Black,7,Data Scientist
"She is a Sales Manager with 0 years of experience. However, She has no practical experience of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,White,0,Sales Manager
"She is a Software Engineer with 15 years of experience. Her expertise includes Java, Python, AWS, React, Teamwork. She is an expert. She is looking for a job.",Selected,Female,Asian,15,Software Engineer
"He is a Data Scientist with 5 years of experience. His expertise includes React, SQL, C++. He is an expert. He is looking for a job.",Selected,Male,Hispanic,5,Data Scientist
"He is a Data Scientist with 9 years of experience. His expertise includes SQL, AWS, Python, Teamwork. He is an expert. He is looking for a job.",Selected,Male,Asian,9,Data Scientist
"He is a Data Scientist with 7 years of experience. His expertise includes React, Java, Strategy, Communication, SQL. He is an expert. He is looking for a job.",Selected,Male,Asian,7,Data Scientist
"He is a HR Specialist with 0 years of experience. His expertise includes Machine Learning, Communication, Leadership, AWS. He is an expert. He is looking for a job.",Selected,Male,Black,0,HR Specialist
"He is a Data Scientist with 0 years of experience. His expertise includes Strategy, AWS, Communication, Python. He is an expert. He is looking for a job.",Selected,Male,Black,0,Data Scientist
"She is a Data Scientist with 3 years of experience. Her expertise includes Strategy, Machine Learning, Teamwork, Communication. She is an expert. She is looking for a job.",Rejected,Female,Asian,3,Data Scientist
"She is a Sales Manager with 3 years of experience. Her expertise includes Java, Communication, AWS, Machine Learning. She is an expert. She is looking for a job.",Selected,Female,White,3,Sales Manager
"She is a HR Specialist with 15 years of experience. However, She has weak grasp of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,15,HR Specialist
"He is a HR Specialist with 4 years of experience. His expertise includes Strategy, Java, C++, Communication. He is an expert. He is looking for a job.",Selected,Male,Black,4,HR Specialist
"She is a Sales Manager with 12 years of experience. Her expertise includes Leadership, SQL, Strategy, Java, React. She is an expert. She is looking for a job.",Selected,Female,White,12,Sales Manager
"He is a Sales Manager with 13 years of experience. However, He has avoided using of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,White,13,Sales Manager
"She is a Data Scientist with 10 years of experience. Her expertise includes SQL, React, Python, Strategy. She is an expert. She is looking for a job.",Selected,Female,Hispanic,10,Data Scientist
"He is a Data Scientist with 3 years of experience. However, He has weak grasp of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Asian,3,Data Scientist
"He is a Data Scientist with 8 years of experience. His expertise includes Java, Communication, Leadership. He is an expert. He is looking for a job.",Selected,Male,White,8,Data Scientist
"She is a Software Engineer with 10 years of experience. Her expertise includes Strategy, Python, Machine Learning, C++. She is an expert. She is looking for a job.",Selected,Female,White,10,Software Engineer
"He is a Data Scientist with 9 years of experience. However, He has no practical experience of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Asian,9,Data Scientist
"He is a Sales Manager with 8 years of experience. His expertise includes Teamwork, SQL, Python, C++. He is an expert. He is looking for a job.",Selected,Male,White,8,Sales Manager
"She is a Data Scientist with 12 years of experience. However, She has avoided using of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,12,Data Scientist
"She is a HR Specialist with 13 years of experience. Her expertise includes Leadership, AWS, Python, Machine Learning. She is an expert. She is looking for a job.",Selected,Female,Hispanic,13,HR Specialist
"She is a Data Scientist with 11 years of experience. Her expertise includes SQL, React, Java, Leadership. She is an expert. She is looking for a job.",Selected,Female,Black,11,Data Scientist
"He is a HR Specialist with 8 years of experience. His expertise includes Python, Leadership, AWS. He is an expert. He is looking for a job.",Selected,Male,White,8,HR Specialist
